name,g,ab,r,hr,rbi,sb,avg,obp,r_score,r_trend,hr_score,hr_trend,rbi_score,rbi_trend,sb_score,sb_trend,avg_score,avg_trend,obp_score,obp_trend,total_score,total_trend
Jhonny Peralta,444,1607,67.865,17.878,83.919,0.730,0.262,0.320,-0.416,-0.070,0.023,-0.162,0.540,-0.414,-0.892,-0.033,-0.164,-0.067,-0.485,0.013,-1.394,-0.734
Jeff Francoeur,440,1616,68.850,18.041,74.005,12.518,0.257,0.306,-0.361,0.078,0.041,0.060,0.084,-0.428,0.094,-0.228,-0.355,-0.134,-0.960,-0.096,-1.459,-0.748
Dayan Viciedo,214,711,69.645,23.467,73.430,1.514,0.263,0.307,-0.317,0.000,0.617,0.000,0.058,0.000,-0.826,0.000,-0.120,0.000,-0.939,0.000,-1.528,0.000
Chris Denorfia,340,939,64.324,10.482,43.359,15.247,0.281,0.339,-0.612,0.080,-0.763,-0.269,-1.324,-0.241,0.322,0.093,0.643,0.385,0.198,0.228,-1.536,0.275
A.J. Pierzynski,392,1417,61.577,18.184,74.801,1.240,0.278,0.316,-0.764,0.700,0.056,0.930,0.121,0.472,-0.849,-0.183,0.512,0.158,-0.612,0.480,-1.537,2.558
Carlos Gomez,328,937,72.604,15.805,48.896,35.067,0.248,0.296,-0.153,0.000,-0.197,0.000,-1.070,0.000,1.979,0.000,-0.769,0.000,-1.341,0.000,-1.551,0.000
Lucas Duda,250,786,59.616,18.792,77.760,1.296,0.256,0.338,-0.873,-0.276,0.120,0.227,0.257,-0.228,-0.845,-0.025,-0.427,-1.765,0.140,-1.164,-1.627,-3.231
Jarrod Dyson,146,393,78.781,1.110,18.863,55.479,0.247,0.320,0.189,0.000,-1.759,0.000,-2.450,0.000,3.685,0.000,-0.802,0.000,-0.495,0.000,-1.631,0.000
Matt Carpenter,121,311,58.909,8.033,61.587,1.339,0.283,0.359,-0.912,0.000,-1.023,0.000,-0.487,0.000,-0.841,0.000,0.719,0.000,0.896,0.000,-1.648,0.000
John Jaso,306,879,65.647,10.588,64.059,5.294,0.256,0.360,-0.539,0.000,-0.751,0.000,-0.373,0.000,-0.510,0.000,-0.416,0.000,0.934,0.000,-1.657,0.000
Luis Cruz,85,300,53.365,11.435,78.141,3.812,0.293,0.317,-1.219,0.000,-0.661,0.000,0.274,0.000,-0.634,0.000,1.155,0.000,-0.580,0.000,-1.665,0.000
Pedro Ciriaco,107,298,60.561,3.028,39.364,27.252,0.299,0.319,-0.821,0.000,-1.555,0.000,-1.508,0.000,1.325,0.000,1.379,0.000,-0.513,0.000,-1.691,0.000
Ryan Doumit,335,1108,55.612,18.860,72.537,0.484,0.272,0.331,-1.095,0.000,0.128,0.000,0.017,0.000,-0.912,0.000,0.244,0.000,-0.113,0.000,-1.732,0.000
Andres Torres,383,1229,76.559,9.728,49.488,24.533,0.243,0.329,0.066,-0.999,-0.843,-0.749,-1.043,-0.596,1.098,-0.600,-0.950,-0.571,-0.152,-0.150,-1.823,-3.665
Carlos Pena,457,1474,73.733,26.586,79.759,3.190,0.206,0.337,-0.091,0.038,0.949,-0.648,0.349,-0.669,-0.686,-0.175,-2.509,0.215,0.127,0.171,-1.861,-1.068
Hideki Matsui,320,1094,60.750,17.719,82.519,0.506,0.252,0.330,-0.810,0.340,0.006,-0.903,0.475,-0.414,-0.911,0.029,-0.572,-0.724,-0.140,-1.053,-1.950,-2.725
Willie Bloomquist,260,861,76.015,4.362,41.123,21.808,0.280,0.316,0.036,1.068,-1.413,-0.715,-1.427,0.123,0.870,-1.536,0.591,1.191,-0.619,0.297,-1.963,0.428
Marlon Byrd,318,1169,73.868,11.208,56.038,4.075,0.276,0.325,-0.083,-0.916,-0.686,-0.023,-0.742,-0.856,-0.612,-0.160,0.439,-0.565,-0.295,-0.500,-1.979,-3.020
Jemile Weeks,215,850,78.363,3.014,42.195,28.633,0.260,0.321,0.166,-0.525,-1.557,-0.138,-1.378,-1.357,1.441,-1.182,-0.247,-2.736,-0.442,-1.004,-2.016,-6.943
Adam Lind,368,1389,62.071,26.413,89.804,0.440,0.246,0.296,-0.737,-0.326,0.931,-0.330,0.810,0.035,-0.916,-0.033,-0.827,0.400,-1.314,0.506,-2.053,0.252
Jesus Montero,153,576,58.235,20.118,78.353,0.000,0.267,0.310,-0.949,0.000,0.261,0.000,0.284,0.000,-0.953,0.000,0.063,0.000,-0.826,0.000,-2.121,0.000
A.J. Ellis,208,616,45.173,11.683,61.529,0.000,0.271,0.374,-1.673,0.000,-0.635,0.000,-0.489,0.000,-0.953,0.000,0.220,0.000,1.404,0.000,-2.126,0.000
Pedro Alvarez,318,1107,63.170,25.472,85.585,1.019,0.237,0.311,-0.676,0.000,0.830,0.000,0.616,0.000,-0.868,0.000,-1.228,0.000,-0.814,0.000,-2.140,0.000
Chris Nelson,191,550,61.068,11.026,58.524,5.089,0.284,0.327,-0.793,0.000,-0.705,0.000,-0.627,0.000,-0.527,0.000,0.747,0.000,-0.235,0.000,-2.140,0.000
Chris Iannetta,252,754,63.000,20.571,69.429,5.143,0.228,0.347,-0.685,0.000,0.310,0.000,-0.126,0.000,-0.523,0.000,-1.588,0.000,0.452,0.000,-2.162,0.000
Yunel Escobar,413,1568,76.489,9.414,52.562,5.492,0.266,0.335,0.062,-0.171,-0.876,0.213,-0.901,0.375,-0.494,-0.096,0.003,0.023,0.037,-0.460,-2.170,-0.116
Ramon Hernandez,240,795,49.950,16.200,75.600,0.000,0.273,0.330,-1.409,0.058,-0.155,0.962,0.157,-0.597,-0.953,-0.063,0.298,-0.496,-0.151,-0.532,-2.212,-0.668
Ryan Roberts,322,987,72.950,16.602,63.391,14.087,0.239,0.314,-0.134,-2.072,-0.112,-0.888,-0.404,-0.634,0.225,-0.726,-1.126,-0.385,-0.693,-1.264,-2.244,-5.968
Jason Bay,288,986,72.000,14.625,69.750,14.625,0.234,0.318,-0.187,-0.117,-0.322,0.566,-0.111,-0.137,0.270,-0.261,-1.329,-0.380,-0.569,-0.388,-2.249,-0.718
Russell Martin,355,1170,69.363,20.079,65.713,9.127,0.231,0.326,-0.333,-0.351,0.257,0.761,-0.297,0.499,-0.190,-0.139,-1.477,-0.502,-0.278,-0.450,-2.317,-0.182
Placido Polanco,344,1326,70.640,6.122,56.983,3.767,0.281,0.330,-0.262,-1.072,-1.226,-0.210,-0.698,-0.566,-0.638,-0.276,0.649,-0.671,-0.146,-0.454,-2.322,-3.249
Mark Ellis,366,1331,71.705,8.410,53.557,11.508,0.265,0.326,-0.203,0.842,-0.983,0.141,-0.856,-0.336,0.009,-0.102,-0.028,-0.545,-0.281,-0.276,-2.341,-0.276
Brandon Belt,208,598,52.962,12.462,57.635,11.683,0.259,0.344,-1.242,0.000,-0.552,0.000,-0.668,0.000,0.024,0.000,-0.281,0.000,0.344,0.000,-2.375,0.000
Anthony Rizzo,136,465,63.132,19.059,67.897,5.956,0.245,0.324,-0.678,0.000,0.149,0.000,-0.197,0.000,-0.455,0.000,-0.871,0.000,-0.331,0.000,-2.384,0.000
Donovan Solano,93,285,50.516,3.484,48.774,12.194,0.295,0.342,-1.377,0.000,-1.507,0.000,-1.075,0.000,0.066,0.000,1.214,0.000,0.283,0.000,-2.396,0.000
Alberto Callaspo,425,1494,64.800,9.911,59.082,6.480,0.268,0.332,-0.586,-0.070,-0.824,-0.013,-0.602,0.044,-0.411,-0.066,0.107,-0.168,-0.081,0.528,-2.396,0.255
J.D. Martinez,166,603,61.482,16.590,87.831,0.000,0.252,0.313,-0.770,0.000,-0.114,0.000,0.719,0.000,-0.953,0.000,-0.580,0.000,-0.722,0.000,-2.419,0.000
Bryan LaHair,150,399,55.080,19.440,49.680,4.320,0.263,0.341,-1.124,0.000,0.189,0.000,-1.034,0.000,-0.592,0.000,-0.114,0.000,0.244,0.000,-2.431,0.000
Travis Snider,191,649,69.550,17.812,67.005,14.419,0.245,0.298,-0.323,0.000,0.016,0.000,-0.238,0.000,0.253,0.000,-0.878,0.000,-1.262,0.000,-2.432,0.000
Ryan Hanigan,273,786,45.692,7.714,56.374,0.000,0.279,0.373,-1.645,-0.703,-1.057,-0.833,-0.726,-0.854,-0.953,-0.002,0.537,0.253,1.370,0.296,-2.474,-1.844
Dustin Ackley,243,940,82.000,12.000,57.333,12.667,0.243,0.314,0.367,0.911,-0.601,0.065,-0.682,-0.509,0.106,0.232,-0.981,-1.529,-0.713,-1.565,-2.504,-2.395
Geovany Soto,329,1067,67.951,22.158,71.891,0.492,0.234,0.325,-0.411,0.044,0.478,-0.451,-0.013,-0.350,-0.912,0.032,-1.328,-1.294,-0.324,-1.727,-2.510,-3.745
Daric Barton,272,905,67.897,6.551,50.029,5.956,0.249,0.369,-0.414,0.000,-1.181,0.000,-1.018,0.000,-0.455,0.000,-0.726,0.000,1.229,0.000,-2.564,0.000
Gregor Blanco,226,630,62.363,4.301,34.407,26.522,0.259,0.343,-0.721,0.000,-1.420,0.000,-1.736,0.000,1.264,0.000,-0.300,0.000,0.311,0.000,-2.602,0.000
Maicer Izturis,283,950,64.686,5.724,48.657,18.890,0.264,0.327,-0.592,-0.631,-1.268,-0.411,-1.081,-0.751,0.626,1.237,-0.070,-0.661,-0.252,-0.385,-2.637,-1.602
Nyjer Morgan,377,1176,70.902,3.008,33.088,25.353,0.266,0.327,-0.248,-0.323,-1.557,0.162,-1.796,-0.065,1.167,-1.005,0.012,-0.161,-0.244,-0.153,-2.666,-1.545
Jarrod Saltalamacchia,236,787,74.822,28.144,80.314,0.686,0.226,0.289,-0.030,-0.464,1.115,0.602,0.374,-0.414,-0.896,-0.128,-1.670,-0.275,-1.562,0.046,-2.669,-0.633
Jamey Carroll,417,1273,64.101,0.388,31.079,12.043,0.282,0.359,-0.624,0.463,-1.836,0.032,-1.889,0.474,0.054,-0.192,0.679,-0.369,0.877,-0.443,-2.739,-0.036
John Mayberry,264,720,57.682,19.023,61.977,5.523,0.257,0.317,-0.980,-0.075,0.145,-0.915,-0.469,-1.110,-0.491,-0.909,-0.376,-0.920,-0.581,-1.155,-2.752,-5.085
Trevor Plouffe,222,749,80.270,24.811,67.135,2.919,0.231,0.295,0.272,-0.945,0.760,1.413,-0.232,0.506,-0.709,-0.372,-1.468,0.010,-1.379,-0.080,-2.756,0.532
Andruw Jones,278,701,55.360,26.806,67.014,5.245,0.224,0.330,-1.109,0.000,0.972,0.000,-0.237,0.000,-0.514,0.000,-1.763,0.000,-0.145,0.000,-2.797,0.000
Daniel Nava,148,428,66.770,7.662,64.581,4.378,0.243,0.352,-0.477,0.000,-1.063,0.000,-0.349,0.000,-0.587,0.000,-0.963,0.000,0.635,0.000,-2.803,0.000
Gerardo Parra,407,1194,57.317,7.165,44.580,12.339,0.276,0.335,-1.000,0.831,-1.115,0.197,-1.268,0.225,0.079,0.646,0.442,0.244,0.046,0.499,-2.817,2.641
Orlando Hudson,331,1155,75.861,7.831,52.858,17.130,0.246,0.318,0.027,-1.591,-1.045,-0.132,-0.888,0.167,0.479,-0.093,-0.841,-0.976,-0.563,-1.040,-2.829,-3.665
Alcides Escobar,458,1659,68.620,4.598,49.166,25.114,0.262,0.304,-0.374,0.198,-1.388,0.005,-1.057,0.238,1.147,0.980,-0.154,1.031,-1.037,0.735,-2.864,3.186
James Loney,463,1553,55.983,9.797,67.879,4.898,0.269,0.322,-1.074,-0.657,-0.836,-0.194,-0.197,-0.860,-0.543,-0.432,0.138,-0.247,-0.405,-0.431,-2.917,-2.820
Tyler Colvin,351,984,64.154,20.308,68.308,6.000,0.248,0.297,-0.622,0.000,0.282,0.000,-0.178,0.000,-0.451,0.000,-0.753,0.000,-1.301,0.000,-3.023,0.000
Yonder Alonso,224,666,41.946,10.125,57.857,2.170,0.278,0.349,-1.852,0.000,-0.801,0.000,-0.658,0.000,-0.772,0.000,0.501,0.000,0.533,0.000,-3.048,0.000
Alex Gonzalez,330,1240,69.218,20.618,78.055,1.964,0.247,0.285,-0.341,-0.527,0.315,-0.685,0.270,-1.193,-0.789,0.029,-0.803,-0.236,-1.709,-0.525,-3.057,-3.137
Alex Presley,175,584,69.429,12.960,41.657,17.589,0.260,0.302,-0.329,0.000,-0.499,0.000,-1.403,0.000,0.518,0.000,-0.235,0.000,-1.131,0.000,-3.080,0.000
Kosuke Fukudome,300,929,57.240,11.340,44.820,5.940,0.258,0.351,-1.005,0.548,-0.672,-0.677,-1.257,-0.549,-0.456,-0.401,-0.317,0.069,0.605,-0.734,-3.102,-1.746
Mike Moustakas,238,901,64.664,17.017,70.109,4.765,0.250,0.301,-0.593,1.344,-0.068,1.066,-0.095,0.999,-0.555,0.140,-0.679,-0.670,-1.155,-0.320,-3.146,2.559
Juan Rivera,365,1194,57.255,15.534,76.784,3.551,0.252,0.308,-1.004,-0.625,-0.226,-0.346,0.212,0.074,-0.656,-0.077,-0.580,-0.065,-0.907,-0.285,-3.161,-1.324
Roger Bernadina,354,950,53.542,10.525,45.305,21.966,0.256,0.321,-1.210,0.499,-0.758,-0.052,-1.235,-0.251,0.883,0.815,-0.424,-0.033,-0.440,-0.007,-3.183,0.972
Fred Lewis,209,631,71.311,8.526,42.632,14.727,0.249,0.328,-0.225,0.000,-0.971,0.000,-1.358,0.000,0.278,0.000,-0.718,0.000,-0.197,0.000,-3.190,0.000
Ty Wigginton,409,1297,61.394,19.012,65.751,3.565,0.243,0.313,-0.774,-0.364,0.144,-0.476,-0.295,-0.476,-0.655,0.019,-0.968,-0.121,-0.726,0.129,-3.274,-1.289
J.P. Arencibia,242,825,63.595,28.785,92.380,1.339,0.222,0.275,-0.652,0.571,1.183,-0.209,0.929,-0.419,-0.841,0.024,-1.853,0.636,-2.060,-0.170,-3.296,0.433
Casey McGehee,426,1474,57.803,17.113,80.620,0.761,0.248,0.305,-0.973,-0.530,-0.058,-0.572,0.388,-1.020,-0.889,-0.017,-0.768,-1.088,-1.027,-0.692,-3.328,-3.919
Eric Thames,181,633,76.077,18.796,55.492,2.685,0.250,0.296,0.039,-2.504,0.121,-0.474,-0.767,-0.677,-0.728,-0.124,-0.684,-0.930,-1.322,-1.129,-3.341,-5.838
Chris Coghlan,195,720,85.569,9.138,49.846,14.123,0.238,0.305,0.565,-1.129,-0.906,0.372,-1.026,0.335,0.228,-0.085,-1.194,-1.257,-1.029,-0.992,-3.362,-2.757
Casper Wells,224,593,62.196,18.080,57.857,4.339,0.246,0.317,-0.730,0.000,0.045,0.000,-0.658,0.000,-0.590,0.000,-0.827,0.000,-0.608,0.000,-3.368,0.000
Everth Cabrera,193,618,60.435,2.518,38.611,47.005,0.231,0.308,-0.828,0.000,-1.609,0.000,-1.543,0.000,2.977,0.000,-1.451,0.000,-0.921,0.000,-3.375,0.000
Danny Valencia,283,1017,61.251,14.311,76.134,2.290,0.257,0.297,-0.782,0.534,-0.356,0.264,0.182,0.061,-0.761,-0.198,-0.388,-2.254,-1.294,-1.524,-3.400,-3.117
Ryan Theriot,386,1380,68.409,1.259,43.648,15.528,0.270,0.319,-0.386,-0.178,-1.743,-0.126,-1.311,0.333,0.345,-0.083,0.186,0.042,-0.504,0.023,-3.413,0.011
Kirk Nieuwenhuis,91,282,71.209,12.462,49.846,7.121,0.252,0.315,-0.231,0.000,-0.552,0.000,-1.026,0.000,-0.358,0.000,-0.593,0.000,-0.657,0.000,-3.417,0.000
Jordan Schafer,188,615,74.106,5.170,31.021,42.223,0.226,0.303,-0.070,-1.569,-1.327,0.115,-1.891,0.396,2.577,-0.182,-1.677,-0.888,-1.075,-0.312,-3.463,-2.440
Shelley Duncan,242,684,58.240,22.091,76.314,1.339,0.231,0.309,-0.949,0.000,0.471,0.000,0.190,0.000,-0.841,0.000,-1.467,0.000,-0.868,0.000,-3.465,0.000
Jerry Hairston,317,1005,58.770,9.710,54.681,6.644,0.260,0.324,-0.920,-0.625,-0.845,-0.633,-0.804,-0.999,-0.398,-0.712,-0.260,1.012,-0.332,1.493,-3.558,-0.464
Zack Cozart,149,598,84.805,18.483,41.315,4.349,0.251,0.290,0.523,0.000,0.088,0.000,-1.418,0.000,-0.589,0.000,-0.633,0.000,-1.547,0.000,-3.577,0.000
Chris Heisey,337,827,58.166,15.864,49.033,6.249,0.259,0.315,-0.953,-0.072,-0.191,-1.540,-1.064,-1.076,-0.430,-0.003,-0.299,0.395,-0.651,0.186,-3.589,-2.111
